ProductId,name,main_category,sub_category,ratings,no_of_ratings,Price,Review,text,image_url
P000087,Student Chromebook - Long Battery,electronics,laptops,4.7,4136,117.96,Excellent quality and does exactly what it promises.,Student Chromebook - Long Battery laptops electronics long battery fast SSD lightweight Excellent quality and does exactly what it promises.,https://placehold.co/400x300/png?text=Laptops+87&font=montserrat&bg=efefef&txt=333
P000088,Student Chromebook - Long Battery,electronics,laptops,4.9,1827,298.68,Excellent quality and does exactly what it promises.,Student Chromebook - Long Battery laptops electronics long battery fast SSD lightweight Excellent quality and does exactly what it promises.,https://placehold.co/400x300/png?text=Laptops+88&font=montserrat&bg=efefef&txt=333
P000089,Student Chromebook - Long Battery,electronics,laptops,3.8,3528,195.86,Decent product overall but has a few minor annoyances.,Student Chromebook - Long Battery laptops electronics long battery backlit keyboard fast SSD Decent product overall but has a few minor annoyances.,https://placehold.co/400x300/png?text=Laptops+89&font=montserrat&bg=efefef&txt=333
P000090,Student Chromebook - High-Res Screen,electronics,laptops,3.3,822,252.53,"Works fine, though the build quality could be better.","Student Chromebook - High-Res Screen laptops electronics high-res screen lightweight fast SSD Works fine, though the build quality could be better.",https://placehold.co/400x300/png?text=Laptops+90&font=montserrat&bg=efefef&txt=333
P000091,Programmable Drip Coffee Maker - Keeps Coffee Hot,home & kitchen,coffee,3.3,4951,139.99,"Stopped working after a short while, not great.","Programmable Drip Coffee Maker - Keeps Coffee Hot coffee home & kitchen keeps coffee hot compact size durable build Stopped working after a short while, not great.",https://placehold.co/400x300/png?text=Coffee+91&font=montserrat&bg=efefef&txt=333
P000092,Programmable Drip Coffee Maker - Keeps Coffee Hot,home & kitchen,coffee,3.9,2171,53.7,"Did not live up to the hype, a bit disappointed.","Programmable Drip Coffee Maker - Keeps Coffee Hot coffee home & kitchen keeps coffee hot easy to clean compact size Did not live up to the hype, a bit disappointed.",https://placehold.co/400x300/png?text=Coffee+92&font=montserrat&bg=efefef&txt=333
P000093,Programmable Drip Coffee Maker - Easy To Clean,home & kitchen,coffee,3.6,1168,152.16,"A game changer for my daily routine, so glad I bought it.","Programmable Drip Coffee Maker - Easy To Clean coffee home & kitchen easy to clean rich flavor keeps coffee hot A game changer for my daily routine, so glad I bought it.",https://placehold.co/400x300/png?text=Coffee+93&font=montserrat&bg=efefef&txt=333
P000094,Programmable Drip Coffee Maker - Durable Build,home & kitchen,coffee,4.7,1222,194.9,"Great value for the price, highly recommend to anyone.","Programmable Drip Coffee Maker - Durable Build coffee home & kitchen durable build compact size fast brewing Great value for the price, highly recommend to anyone.",https://placehold.co/400x300/png?text=Coffee+94&font=montserrat&bg=efefef&txt=333
P000095,Programmable Drip Coffee Maker - Fast Brewing,home & kitchen,coffee,3.7,295,166.46,"Stopped working after a short while, not great.","Programmable Drip Coffee Maker - Fast Brewing coffee home & kitchen fast brewing compact size keeps coffee hot Stopped working after a short while, not great.",https://placehold.co/400x300/png?text=Coffee+95&font=montserrat&bg=efefef&txt=333
P000096,Programmable Drip Coffee Maker - Easy To Clean,home & kitchen,coffee,4.7,3844,156.39,Excellent quality and does exactly what it promises.,Programmable Drip Coffee Maker - Easy To Clean coffee home & kitchen easy to clean compact size keeps coffee hot Excellent quality and does exactly what it promises.,https://placehold.co/400x300/png?text=Coffee+96&font=montserrat&bg=efefef&txt=333
P000097,Espresso Machine - Keeps Coffee Hot,home & kitchen,coffee,4.0,1706,164.11,"Did not live up to the hype, a bit disappointed.","Espresso Machine - Keeps Coffee Hot coffee home & kitchen keeps coffee hot easy to clean durable build Did not live up to the hype, a bit disappointed.",https://placehold.co/400x300/png?text=Coffee+97&font=montserrat&bg=efefef&txt=333
P000098,Espresso Machine - Fast Brewing,home & kitchen,coffee,3.4,3156,108.27,"Stopped working after a short while, not great.","Espresso Machine - Fast Brewing coffee home & kitchen fast brewing keeps coffee hot rich flavor Stopped working after a short while, not great.",https://placehold.co/400x300/png?text=Coffee+98&font=montserrat&bg=efefef&txt=333
P000099,Espresso Machine - Keeps Coffee Hot,home & kitchen,coffee,3.6,2243,183.56,"Stopped working after a short while, not great.","Espresso Machine - Keeps Coffee Hot coffee home & kitchen keeps coffee hot rich flavor easy to clean Stopped working after a short while, not great.",https://placehold.co/400x300/png?text=Coffee+99&font=montserrat&bg=efefef&txt=333
P000100,Espresso Machine - Rich Flavor,home & kitchen,coffee,5.0,3170,189.9,"Works fine, though the build quality could be better.","Espresso Machine - Rich Flavor coffee home & kitchen rich flavor keeps coffee hot fast brewing Works fine, though the build quality could be better.",https://placehold.co/400x300/png?text=Coffee+100&font=montserrat&bg=efefef&txt=333
P000101,Espresso Machine - Compact Size,home & kitchen,coffee,4.9,3604,236.78,"Stopped working after a short while, not great.","Espresso Machine - Compact Size coffee home & kitchen compact size fast brewing keeps coffee hot Stopped working after a short while, not great.",https://placehold.co/400x300/png?text=Coffee+101&font=montserrat&bg=efefef&txt=333
P000102,Espresso Machine - Rich Flavor,home & kitchen,coffee,4.1,2203,199.69,"Good enough for the price, not amazing but does the job.","Espresso Machine - Rich Flavor coffee home & kitchen rich flavor durable build easy to clean Good enough for the price, not amazing but does the job.",https://placehold.co/400x300/png?text=Coffee+102&font=montserrat&bg=efefef&txt=333
P000103,French Press 1L - Durable Build,home & kitchen,coffee,4.5,3670,110.48,"Well made and reliable, would buy again without hesitation.","French Press 1L - Durable Build coffee home & kitchen durable build easy to clean rich flavor Well made and reliable, would buy again without hesitation.",https://placehold.co/400x300/png?text=Coffee+103&font=montserrat&bg=efefef&txt=333
P000104,French Press 1L - Easy To Clean,home & kitchen,coffee,5.0,2451,144.84,"Stopped working after a short while, not great.","French Press 1L - Easy To Clean coffee home & kitchen easy to clean durable build rich flavor Stopped working after a short while, not great.",https://placehold.co/400x300/png?text=Coffee+104&font=montserrat&bg=efefef&txt=333
P000105,French Press 1L - Keeps Coffee Hot,home & kitchen,coffee,4.1,428,242.6,"Stopped working after a short while, not great.","French Press 1L - Keeps Coffee Hot coffee home & kitchen keeps coffee hot easy to clean durable build Stopped working after a short while, not great.",https://placehold.co/400x300/png?text=Coffee+105&font=montserrat&bg=efefef&txt=333
P000106,French Press 1L - Durable Build,home & kitchen,coffee,3.1,1866,41.69,"Absolutely love this, exceeded my expectations and works perfectly.","French Press 1L - Durable Build coffee home & kitchen durable build easy to clean fast brewing Absolutely love this, exceeded my expectations and works perfectly.",https://placehold.co/400x300/png?text=Coffee+106&font=montserrat&bg=efefef&txt=333
P000107,French Press 1L - Compact Size,home & kitchen,coffee,4.5,4327,242.25,"Did not live up to the hype, a bit disappointed.","French Press 1L - Compact Size coffee home & kitchen compact size durable build keeps coffee hot Did not live up to the hype, a bit disappointed.",https://placehold.co/400x300/png?text=Coffee+107&font=montserrat&bg=efefef&txt=333
P000108,French Press 1L - Rich Flavor,home & kitchen,coffee,3.0,4291,159.24,Decent product overall but has a few minor annoyances.,French Press 1L - Rich Flavor coffee home & kitchen rich flavor keeps coffee hot easy to clean Decent product overall but has a few minor annoyances.,https://placehold.co/400x300/png?text=Coffee+108&font=montserrat&bg=efefef&txt=333
P000109,Cold Brew Maker - Keeps Coffee Hot,home & kitchen,coffee,4.3,4478,78.92,"A game changer for my daily routine, so glad I bought it.","Cold Brew Maker - Keeps Coffee Hot coffee home & kitchen keeps coffee hot compact size easy to clean A game changer for my daily routine, so glad I bought it.",https://placehold.co/400x300/png?text=Coffee+109&font=montserrat&bg=efefef&txt=333
P000110,Cold Brew Maker - Easy To Clean,home & kitchen,coffee,4.2,1498,125.11,"Stopped working after a short while, not great.","Cold Brew Maker - Easy To Clean coffee home & kitchen easy to clean compact size durable build Stopped working after a short while, not great.",https://placehold.co/400x300/png?text=Coffee+110&font=montserrat&bg=efefef&txt=333
P000111,Cold Brew Maker - Rich Flavor,home & kitchen,coffee,3.7,428,218.12,"A game changer for my daily routine, so glad I bought it.","Cold Brew Maker - Rich Flavor coffee home & kitchen rich flavor easy to clean compact size A game changer for my daily routine, so glad I bought it.",https://placehold.co/400x300/png?text=Coffee+111&font=montserrat&bg=efefef&txt=333
P000112,Cold Brew Maker - Easy To Clean,home & kitchen,coffee,3.3,2042,176.71,"A game changer for my daily routine, so glad I bought it.","Cold Brew Maker - Easy To Clean coffee home & kitchen easy to clean durable build compact size A game changer for my daily routine, so glad I bought it.",https://placehold.co/400x300/png?text=Coffee+112&font=montserrat&bg=efefef&txt=333
P000113,Cold Brew Maker - Rich Flavor,home & kitchen,coffee,4.8,1964,154.11,Decent product overall but has a few minor annoyances.,Cold Brew Maker - Rich Flavor coffee home & kitchen rich flavor durable build keeps coffee hot Decent product overall but has a few minor annoyances.,https://placehold.co/400x300/png?text=Coffee+113&font=montserrat&bg=efefef&txt=333
P000114,Cold Brew Maker - Keeps Coffee Hot,home & kitchen,coffee,3.0,1013,141.45,"Great value for the price, highly recommend to anyone.","Cold Brew Maker - Keeps Coffee Hot coffee home & kitchen keeps coffee hot easy to clean rich flavor Great value for the price, highly recommend to anyone.",https://placehold.co/400x300/png?text=Coffee+114&font=montserrat&bg=efefef&txt=333
P000115,Single-Serve Pod Brewer - Keeps Coffee Hot,home & kitchen,coffee,4.5,4796,166.85,"Well made and reliable, would buy again without hesitation.","Single-Serve Pod Brewer - Keeps Coffee Hot coffee home & kitchen keeps coffee hot compact size durable build Well made and reliable, would buy again without hesitation.",https://placehold.co/400x300/png?text=Coffee+115&font=montserrat&bg=efefef&txt=333
P000116,Single-Serve Pod Brewer - Easy To Clean,home & kitchen,coffee,4.8,1630,163.57,Excellent quality and does exactly what it promises.,Single-Serve Pod Brewer - Easy To Clean coffee home & kitchen easy to clean compact size fast brewing Excellent quality and does exactly what it promises.,https://placehold.co/400x300/png?text=Coffee+116&font=montserrat&bg=efefef&txt=333
P000117,Single-Serve Pod Brewer - Compact Size,home & kitchen,coffee,3.5,1500,103.52,Decent product overall but has a few minor annoyances.,Single-Serve Pod Brewer - Compact Size coffee home & kitchen compact size easy to clean durable build Decent product overall but has a few minor annoyances.,https://placehold.co/400x300/png?text=Coffee+117&font=montserrat&bg=efefef&txt=333
P000118,Single-Serve Pod Brewer - Durable Build,home & kitchen,coffee,4.6,2809,237.31,"Absolutely love this, exceeded my expectations and works perfectly.","Single-Serve Pod Brewer - Durable Build coffee home & kitchen durable build rich flavor fast brewing Absolutely love this, exceeded my expectations and works perfectly.",https://placehold.co/400x300/png?text=Coffee+118&font=montserrat&bg=efefef&txt=333
P000119,Single-Serve Pod Brewer - Fast Brewing,home & kitchen,coffee,4.6,3374,271.74,"Stopped working after a short while, not great.","Single-Serve Pod Brewer - Fast Brewing coffee home & kitchen fast brewing keeps coffee hot durable build Stopped working after a short while, not great.",https://placehold.co/400x300/png?text=Coffee+119&font=montserrat&bg=efefef&txt=333
P000120,Single-Serve Pod Brewer - Compact Size,home & kitchen,coffee,4.3,513,287.05,Decent product overall but has a few minor annoyances.,Single-Serve Pod Brewer - Compact Size coffee home & kitchen compact size fast brewing easy to clean Decent product overall but has a few minor annoyances.,https://placehold.co/400x300/png?text=Coffee+120&font=montserrat&bg=efefef&txt=333
P000121,Non-Stick Frying Pan - Non-Stick Coating,home & kitchen,cookware,3.2,4799,21.91,"Well made and reliable, would buy again without hesitation.","Non-Stick Frying Pan - Non-Stick Coating cookware home & kitchen non-stick coating sturdy handle dishwasher safe Well made and reliable, would buy again without hesitation.",https://placehold.co/400x300/png?text=Cookware+121&font=montserrat&bg=efefef&txt=333
P000122,Non-Stick Frying Pan - Sturdy Handle,home & kitchen,cookware,3.6,2582,24.78,"Great value for the price, highly recommend to anyone.","Non-Stick Frying Pan - Sturdy Handle cookware home & kitchen sturdy handle scratch resistant even heating Great value for the price, highly recommend to anyone.",https://placehold.co/400x300/png?text=Cookware+122&font=montserrat&bg=efefef&txt=333
P000123,Non-Stick Frying Pan - Sturdy Handle,home & kitchen,cookware,3.4,3492,97.6,"Well made and reliable, would buy again without hesitation.","Non-Stick Frying Pan - Sturdy Handle cookware home & kitchen sturdy handle non-stick coating even heating Well made and reliable, would buy again without hesitation.",https://placehold.co/400x300/png?text=Cookware+123&font=montserrat&bg=efefef&txt=333
P000124,Non-Stick Frying Pan - Non-Stick Coating,home & kitchen,cookware,4.7,564,10.36,"Great value for the price, highly recommend to anyone.","Non-Stick Frying Pan - Non-Stick Coating cookware home & kitchen non-stick coating scratch resistant premium finish Great value for the price, highly recommend to anyone.",https://placehold.co/400x300/png?text=Cookware+124&font=montserrat&bg=efefef&txt=333
P000125,Non-Stick Frying Pan - Scratch Resistant,home & kitchen,cookware,4.6,2159,253.95,Excellent quality and does exactly what it promises.,Non-Stick Frying Pan - Scratch Resistant cookware home & kitchen scratch resistant even heating dishwasher safe Excellent quality and does exactly what it promises.,https://placehold.co/400x300/png?text=Cookware+125&font=montserrat&bg=efefef&txt=333
P000126,Non-Stick Frying Pan - Non-Stick Coating,home & kitchen,cookware,4.4,2401,76.19,"Well made and reliable, would buy again without hesitation.","Non-Stick Frying Pan - Non-Stick Coating cookware home & kitchen non-stick coating scratch resistant dishwasher safe Well made and reliable, would buy again without hesitation.",https://placehold.co/400x300/png?text=Cookware+126&font=montserrat&bg=efefef&txt=333
P000127,Stainless Steel Pot Set - Scratch Resistant,home & kitchen,cookware,4.4,2306,53.63,Excellent quality and does exactly what it promises.,Stainless Steel Pot Set - Scratch Resistant cookware home & kitchen scratch resistant dishwasher safe non-stick coating Excellent quality and does exactly what it promises.,https://placehold.co/400x300/png?text=Cookware+127&font=montserrat&bg=efefef&txt=333
P000128,Stainless Steel Pot Set - Even Heating,home & kitchen,cookware,3.4,51,19.07,"Did not live up to the hype, a bit disappointed.","Stainless Steel Pot Set - Even Heating cookware home & kitchen even heating scratch resistant dishwasher safe Did not live up to the hype, a bit disappointed.",https://placehold.co/400x300/png?text=Cookware+128&font=montserrat&bg=efefef&txt=333
P000129,Stainless Steel Pot Set - Non-Stick Coating,home & kitchen,cookware,4.2,2848,256.34,"Absolutely love this, exceeded my expectations and works perfectly.","Stainless Steel Pot Set - Non-Stick Coating cookware home & kitchen non-stick coating even heating premium finish Absolutely love this, exceeded my expectations and works perfectly.",https://placehold.co/400x300/png?text=Cookware+129&font=montserrat&bg=efefef&txt=333
P000130,Stainless Steel Pot Set - Scratch Resistant,home & kitchen,cookware,4.5,817,258.09,"Works fine, though the build quality could be better.","Stainless Steel Pot Set - Scratch Resistant cookware home & kitchen scratch resistant even heating non-stick coating Works fine, though the build quality could be better.",https://placehold.co/400x300/png?text=Cookware+130&font=montserrat&bg=efefef&txt=333
P000131,Stainless Steel Pot Set - Scratch Resistant,home & kitchen,cookware,5.0,3019,114.85,"Well made and reliable, would buy again without hesitation.","Stainless Steel Pot Set - Scratch Resistant cookware home & kitchen scratch resistant premium finish non-stick coating Well made and reliable, would buy again without hesitation.",https://placehold.co/400x300/png?text=Cookware+131&font=montserrat&bg=efefef&txt=333
P000132,Stainless Steel Pot Set - Even Heating,home & kitchen,cookware,3.4,3005,130.07,"Did not live up to the hype, a bit disappointed.","Stainless Steel Pot Set - Even Heating cookware home & kitchen even heating premium finish dishwasher safe Did not live up to the hype, a bit disappointed.",https://placehold.co/400x300/png?text=Cookware+132&font=montserrat&bg=efefef&txt=333
P000133,Cast Iron Skillet - Premium Finish,home & kitchen,cookware,3.0,1735,57.99,"A game changer for my daily routine, so glad I bought it.","Cast Iron Skillet - Premium Finish cookware home & kitchen premium finish scratch resistant dishwasher safe A game changer for my daily routine, so glad I bought it.",https://placehold.co/400x300/png?text=Cookware+133&font=montserrat&bg=efefef&txt=333
P000134,Cast Iron Skillet - Sturdy Handle,home & kitchen,cookware,4.8,1589,182.21,"Good enough for the price, not amazing but does the job.","Cast Iron Skillet - Sturdy Handle cookware home & kitchen sturdy handle dishwasher safe non-stick coating Good enough for the price, not amazing but does the job.",https://placehold.co/400x300/png?text=Cookware+134&font=montserrat&bg=efefef&txt=333
P000135,Cast Iron Skillet - Non-Stick Coating,home & kitchen,cookware,4.0,868,297.61,Decent product overall but has a few minor annoyances.,Cast Iron Skillet - Non-Stick Coating cookware home & kitchen non-stick coating premium finish even heating Decent product overall but has a few minor annoyances.,https://placehold.co/400x300/png?text=Cookware+135&font=montserrat&bg=efefef&txt=333
P000136,Cast Iron Skillet - Non-Stick Coating,home & kitchen,cookware,3.3,2925,270.22,"Stopped working after a short while, not great.","Cast Iron Skillet - Non-Stick Coating cookware home & kitchen non-stick coating even heating scratch resistant Stopped working after a short while, not great.",https://placehold.co/400x300/png?text=Cookware+136&font=montserrat&bg=efefef&txt=333
P000137,Cast Iron Skillet - Dishwasher Safe,home & kitchen,cookware,3.1,1369,182.42,Decent product overall but has a few minor annoyances.,Cast Iron Skillet - Dishwasher Safe cookware home & kitchen dishwasher safe even heating premium finish Decent product overall but has a few minor annoyances.,https://placehold.co/400x300/png?text=Cookware+137&font=montserrat&bg=efefef&txt=333
P000138,Cast Iron Skillet - Even Heating,home & kitchen,cookware,4.2,95,77.07,"Did not live up to the hype, a bit disappointed.","Cast Iron Skillet - Even Heating cookware home & kitchen even heating dishwasher safe scratch resistant Did not live up to the hype, a bit disappointed.",https://placehold.co/400x300/png?text=Cookware+138&font=montserrat&bg=efefef&txt=333
P000139,Ceramic Baking Dish - Non-Stick Coating,home & kitchen,cookware,3.8,2769,206.51,Decent product overall but has a few minor annoyances.,Ceramic Baking Dish - Non-Stick Coating cookware home & kitchen non-stick coating premium finish sturdy handle Decent product overall but has a few minor annoyances.,https://placehold.co/400x300/png?text=Cookware+139&font=montserrat&bg=efefef&txt=333
P000140,Ceramic Baking Dish - Premium Finish,home & kitchen,cookware,3.8,4917,159.23,"Stopped working after a short while, not great.","Ceramic Baking Dish - Premium Finish cookware home & kitchen premium finish dishwasher safe sturdy handle Stopped working after a short while, not great.",https://placehold.co/400x300/png?text=Cookware+140&font=montserrat&bg=efefef&txt=333
P000141,Ceramic Baking Dish - Even Heating,home & kitchen,cookware,3.2,2042,268.0,"Works fine, though the build quality could be better.","Ceramic Baking Dish - Even Heating cookware home & kitchen even heating sturdy handle non-stick coating Works fine, though the build quality could be better.",https://placehold.co/400x300/png?text=Cookware+141&font=montserrat&bg=efefef&txt=333
P000142,Ceramic Baking Dish - Scratch Resistant,home & kitchen,cookware,3.4,4807,67.87,"Great value for the price, highly recommend to anyone.","Ceramic Baking Dish - Scratch Resistant cookware home & kitchen scratch resistant dishwasher safe even heating Great value for the price, highly recommend to anyone.",https://placehold.co/400x300/png?text=Cookware+142&font=montserrat&bg=efefef&txt=333
P000143,Ceramic Baking Dish - Premium Finish,home & kitchen,cookware,4.5,2351,264.73,"Great value for the price, highly recommend to anyone.","Ceramic Baking Dish - Premium Finish cookware home & kitchen premium finish sturdy handle non-stick coating Great value for the price, highly recommend to anyone.",https://placehold.co/400x300/png?text=Cookware+143&font=montserrat&bg=efefef&txt=333
P000144,Ceramic Baking Dish - Non-Stick Coating,home & kitchen,cookware,4.6,3657,175.28,"Works fine, though the build quality could be better.","Ceramic Baking Dish - Non-Stick Coating cookware home & kitchen non-stick coating dishwasher safe scratch resistant Works fine, though the build quality could be better.",https://placehold.co/400x300/png?text=Cookware+144&font=montserrat&bg=efefef&txt=333
P000145,Knife Block Set - Scratch Resistant,home & kitchen,cookware,3.2,3991,69.28,"Stopped working after a short while, not great.","Knife Block Set - Scratch Resistant cookware home & kitchen scratch resistant even heating premium finish Stopped working after a short while, not great.",https://placehold.co/400x300/png?text=Cookware+145&font=montserrat&bg=efefef&txt=333
P000146,Knife Block Set - Sturdy Handle,home & kitchen,cookware,4.4,1888,267.4,"Stopped working after a short while, not great.","Knife Block Set - Sturdy Handle cookware home & kitchen sturdy handle dishwasher safe scratch resistant Stopped working after a short while, not great.",https://placehold.co/400x300/png?text=Cookware+146&font=montserrat&bg=efefef&txt=333
P000147,Knife Block Set - Scratch Resistant,home & kitchen,cookware,3.8,2907,184.51,"Works fine, though the build quality could be better.","Knife Block Set - Scratch Resistant cookware home & kitchen scratch resistant sturdy handle dishwasher safe Works fine, though the build quality could be better.",https://placehold.co/400x300/png?text=Cookware+147&font=montserrat&bg=efefef&txt=333
P000148,Knife Block Set - Sturdy Handle,home & kitchen,cookware,3.8,1889,48.02,"Great value for the price, highly recommend to anyone.","Knife Block Set - Sturdy Handle cookware home & kitchen sturdy handle dishwasher safe premium finish Great value for the price, highly recommend to anyone.",https://placehold.co/400x300/png?text=Cookware+148&font=montserrat&bg=efefef&txt=333
P000149,Knife Block Set - Even Heating,home & kitchen,cookware,3.5,4774,38.69,"Absolutely love this, exceeded my expectations and works perfectly.","Knife Block Set - Even Heating cookware home & kitchen even heating scratch resistant non-stick coating Absolutely love this, exceeded my expectations and works perfectly.",https://placehold.co/400x300/png?text=Cookware+149&font=montserrat&bg=efefef&txt=333
P000150,Knife Block Set - Sturdy Handle,home & kitchen,cookware,3.4,1014,161.38,Excellent quality and does exactly what it promises.,Knife Block Set - Sturdy Handle cookware home & kitchen sturdy handle scratch resistant non-stick coating Excellent quality and does exactly what it promises.,https://placehold.co/400x300/png?text=Cookware+150&font=montserrat&bg=efefef&txt=333
P000151,Cordless Stick Vacuum - Long Runtime,home & kitchen,vacuum,4.9,2410,199.23,"Absolutely love this, exceeded my expectations and works perfectly.","Cordless Stick Vacuum - Long Runtime vacuum home & kitchen long runtime smart navigation powerful suction Absolutely love this, exceeded my expectations and works perfectly.",https://placehold.co/400x300/png?text=Vacuum+151&font=montserrat&bg=efefef&txt=333
P000152,Cordless Stick Vacuum - Lightweight,home & kitchen,vacuum,4.5,1477,264.25,"Absolutely love this, exceeded my expectations and works perfectly.","Cordless Stick Vacuum - Lightweight vacuum home & kitchen lightweight smart navigation long runtime Absolutely love this, exceeded my expectations and works perfectly.",https://placehold.co/400x300/png?text=Vacuum+152&font=montserrat&bg=efefef&txt=333
P000153,Cordless Stick Vacuum - Easy To Empty,home & kitchen,vacuum,3.1,4765,49.96,"Did not live up to the hype, a bit disappointed.","Cordless Stick Vacuum - Easy To Empty vacuum home & kitchen easy to empty lightweight powerful suction Did not live up to the hype, a bit disappointed.",https://placehold.co/400x300/png?text=Vacuum+153&font=montserrat&bg=efefef&txt=333
P000154,Cordless Stick Vacuum - Smart Navigation,home & kitchen,vacuum,4.2,4229,167.29,"Well made and reliable, would buy again without hesitation.","Cordless Stick Vacuum - Smart Navigation vacuum home & kitchen smart navigation easy to empty quiet motor Well made and reliable, would buy again without hesitation.",https://placehold.co/400x300/png?text=Vacuum+154&font=montserrat&bg=efefef&txt=333
P000155,Cordless Stick Vacuum - Powerful Suction,home & kitchen,vacuum,4.2,4260,223.19,"Absolutely love this, exceeded my expectations and works perfectly.","Cordless Stick Vacuum - Powerful Suction vacuum home & kitchen powerful suction smart navigation long runtime Absolutely love this, exceeded my expectations and works perfectly.",https://placehold.co/400x300/png?text=Vacuum+155&font=montserrat&bg=efefef&txt=333
P000156,Cordless Stick Vacuum - Long Runtime,home & kitchen,vacuum,4.5,3801,69.98,"Absolutely love this, exceeded my expectations and works perfectly.","Cordless Stick Vacuum - Long Runtime vacuum home & kitchen long runtime smart navigation quiet motor Absolutely love this, exceeded my expectations and works perfectly.",https://placehold.co/400x300/png?text=Vacuum+156&font=montserrat&bg=efefef&txt=333
P000157,Robot Vacuum Cleaner - Lightweight,home & kitchen,vacuum,3.5,506,255.48,"Stopped working after a short while, not great.","Robot Vacuum Cleaner - Lightweight vacuum home & kitchen lightweight smart navigation long runtime Stopped working after a short while, not great.",https://placehold.co/400x300/png?text=Vacuum+157&font=montserrat&bg=efefef&txt=333
P000158,Robot Vacuum Cleaner - Easy To Empty,home & kitchen,vacuum,4.4,1230,256.89,"Absolutely love this, exceeded my expectations and works perfectly.","Robot Vacuum Cleaner - Easy To Empty vacuum home & kitchen easy to empty long runtime powerful suction Absolutely love this, exceeded my expectations and works perfectly.",https://placehold.co/400x300/png?text=Vacuum+158&font=montserrat&bg=efefef&txt=333
P000159,Robot Vacuum Cleaner - Long Runtime,home & kitchen,vacuum,3.5,1245,56.76,"Good enough for the price, not amazing but does the job.","Robot Vacuum Cleaner - Long Runtime vacuum home & kitchen long runtime smart navigation lightweight Good enough for the price, not amazing but does the job.",https://placehold.co/400x300/png?text=Vacuum+159&font=montserrat&bg=efefef&txt=333
P000160,Robot Vacuum Cleaner - Lightweight,home & kitchen,vacuum,4.0,2590,163.63,"Did not live up to the hype, a bit disappointed.","Robot Vacuum Cleaner - Lightweight vacuum home & kitchen lightweight powerful suction smart navigation Did not live up to the hype, a bit disappointed.",https://placehold.co/400x300/png?text=Vacuum+160&font=montserrat&bg=efefef&txt=333
P000161,Robot Vacuum Cleaner - Lightweight,home & kitchen,vacuum,4.9,632,149.79,"Great value for the price, highly recommend to anyone.","Robot Vacuum Cleaner - Lightweight vacuum home & kitchen lightweight quiet motor long runtime Great value for the price, highly recommend to anyone.",https://placehold.co/400x300/png?text=Vacuum+161&font=montserrat&bg=efefef&txt=333
P000162,Robot Vacuum Cleaner - Lightweight,home & kitchen,vacuum,3.5,1042,18.72,"Good enough for the price, not amazing but does the job.","Robot Vacuum Cleaner - Lightweight vacuum home & kitchen lightweight powerful suction easy to empty Good enough for the price, not amazing but does the job.",https://placehold.co/400x300/png?text=Vacuum+162&font=montserrat&bg=efefef&txt=333
P000163,Handheld Car Vacuum - Powerful Suction,home & kitchen,vacuum,3.9,3042,126.13,"Well made and reliable, would buy again without hesitation.","Handheld Car Vacuum - Powerful Suction vacuum home & kitchen powerful suction quiet motor smart navigation Well made and reliable, would buy again without hesitation.",https://placehold.co/400x300/png?text=Vacuum+163&font=montserrat&bg=efefef&txt=333
P000164,Handheld Car Vacuum - Easy To Empty,home & kitchen,vacuum,4.5,4092,145.94,"Did not live up to the hype, a bit disappointed.","Handheld Car Vacuum - Easy To Empty vacuum home & kitchen easy to empty lightweight long runtime Did not live up to the hype, a bit disappointed.",https://placehold.co/400x300/png?text=Vacuum+164&font=montserrat&bg=efefef&txt=333
P000165,Handheld Car Vacuum - Easy To Empty,home & kitchen,vacuum,3.7,255,240.39,Excellent quality and does exactly what it promises.,Handheld Car Vacuum - Easy To Empty vacuum home & kitchen easy to empty powerful suction lightweight Excellent quality and does exactly what it promises.,https://placehold.co/400x300/png?text=Vacuum+165&font=montserrat&bg=efefef&txt=333
P000166,Handheld Car Vacuum - Long Runtime,home & kitchen,vacuum,4.8,1063,137.02,"Stopped working after a short while, not great.","Handheld Car Vacuum - Long Runtime vacuum home & kitchen long runtime easy to empty powerful suction Stopped working after a short while, not great.",https://placehold.co/400x300/png?text=Vacuum+166&font=montserrat&bg=efefef&txt=333
P000167,Handheld Car Vacuum - Lightweight,home & kitchen,vacuum,3.1,1408,142.9,"Did not live up to the hype, a bit disappointed.","Handheld Car Vacuum - Lightweight vacuum home & kitchen lightweight easy to empty quiet motor Did not live up to the hype, a bit disappointed.",https://placehold.co/400x300/png?text=Vacuum+167&font=montserrat&bg=efefef&txt=333
P000168,Handheld Car Vacuum - Long Runtime,home & kitchen,vacuum,4.8,1967,102.56,"Works fine, though the build quality could be better.","Handheld Car Vacuum - Long Runtime vacuum home & kitchen long runtime powerful suction easy to empty Works fine, though the build quality could be better.",https://placehold.co/400x300/png?text=Vacuum+168&font=montserrat&bg=efefef&txt=333
P000169,Upright Bagless Vacuum - Lightweight,home & kitchen,vacuum,3.9,3000,285.52,"Works fine, though the build quality could be better.","Upright Bagless Vacuum - Lightweight vacuum home & kitchen lightweight quiet motor easy to empty Works fine, though the build quality could be better.",https://placehold.co/400x300/png?text=Vacuum+169&font=montserrat&bg=efefef&txt=333
