ProductId,name,brand,main_category,sub_category,ratings,no_of_ratings,Price,Review,image,text
P000238,Lumo Handheld Car Vacuum - Long Runtime,Lumo,home & kitchen,vacuum,3.8,3742,102.44,"Great value for the price, highly recommend to anyone.",https://picsum.photos/seed/P000238/300/300,"Lumo Handheld Car Vacuum - Long Runtime vacuum home & kitchen Lumo long runtime quiet motor lightweight Great value for the price, highly recommend to anyone."
P000239,Foundry Upright Bagless Vacuum - Powerful Suction,Foundry,home & kitchen,vacuum,3.9,5609,152.75,"Absolutely love this, exceeded my expectations and works perfectly.",https://picsum.photos/seed/P000239/300/300,"Foundry Upright Bagless Vacuum - Powerful Suction vacuum home & kitchen Foundry powerful suction quiet motor easy to empty Absolutely love this, exceeded my expectations and works perfectly."
P000240,Everly Wet-Dry Vacuum - Quiet Motor,Everly,home & kitchen,vacuum,4.3,3985,347.93,"Stopped working after a short while, not great.",https://picsum.photos/seed/P000240/300/300,"Everly Wet-Dry Vacuum - Quiet Motor vacuum home & kitchen Everly quiet motor easy to empty smart navigation Stopped working after a short while, not great."
P000241,Brightside Digital Air Fryer - Quiet Operation,Brightside,home & kitchen,small appliances,4.6,2873,39.81,Okay but I expected more for the money.,https://picsum.photos/seed/P000241/300/300,Brightside Digital Air Fryer - Quiet Operation small appliances home & kitchen Brightside quiet operation compact footprint easy controls Okay but I expected more for the money.
P000242,Lumo High-Speed Blender - Quiet Operation,Lumo,home & kitchen,small appliances,4.1,3261,224.45,Excellent quality and does exactly what it promises.,https://picsum.photos/seed/P000242/300/300,Lumo High-Speed Blender - Quiet Operation small appliances home & kitchen Lumo quiet operation easy controls fast cooking Excellent quality and does exactly what it promises.
P000243,Brightside Stand Mixer - Energy Efficient,Brightside,home & kitchen,small appliances,4.7,6165,350.18,"Well made and reliable, would buy again without hesitation.",https://picsum.photos/seed/P000243/300/300,"Brightside Stand Mixer - Energy Efficient small appliances home & kitchen Brightside energy efficient quiet operation fast cooking Well made and reliable, would buy again without hesitation."
P000244,Pulse Electric Kettle - Energy Efficient,Pulse,home & kitchen,small appliances,4.2,2148,376.01,"Well made and reliable, would buy again without hesitation.",https://picsum.photos/seed/P000244/300/300,"Pulse Electric Kettle - Energy Efficient small appliances home & kitchen Pulse energy efficient compact footprint fast cooking Well made and reliable, would buy again without hesitation."
P000245,Lumo Toaster Oven - Quiet Operation,Lumo,home & kitchen,small appliances,3.4,5975,380.12,"Great value for the price, highly recommend to anyone.",https://picsum.photos/seed/P000245/300/300,"Lumo Toaster Oven - Quiet Operation small appliances home & kitchen Lumo quiet operation large capacity energy efficient Great value for the price, highly recommend to anyone."
P000246,Aurora Running Sneakers - Breathable,Aurora,fashion,shoes,3.4,1539,326.3,"Good enough for the price, not amazing but does the job.",https://picsum.photos/seed/P000246/300/300,"Aurora Running Sneakers - Breathable shoes fashion Aurora breathable stylish look comfortable Good enough for the price, not amazing but does the job."
P000247,Pulse Leather Ankle Boots - Good Grip,Pulse,fashion,shoes,4.6,3365,116.27,"Well made and reliable, would buy again without hesitation.",https://picsum.photos/seed/P000247/300/300,"Pulse Leather Ankle Boots - Good Grip shoes fashion Pulse good grip durable sole lightweight Well made and reliable, would buy again without hesitation."
P000248,Peakline Canvas Slip-Ons - Good Grip,Peakline,fashion,shoes,3.5,3462,312.11,"Impressive build and performance, five stars from me.",https://picsum.photos/seed/P000248/300/300,"Peakline Canvas Slip-Ons - Good Grip shoes fashion Peakline good grip stylish look durable sole Impressive build and performance, five stars from me."
P000249,Brightside Trail Hiking Shoes - Stylish Look,Brightside,fashion,shoes,3.0,4578,397.68,"Did not live up to the hype, a bit disappointed.",https://picsum.photos/seed/P000249/300/300,"Brightside Trail Hiking Shoes - Stylish Look shoes fashion Brightside stylish look breathable lightweight Did not live up to the hype, a bit disappointed."
P000250,Vantage Classic Loafers - Durable Sole,Vantage,fashion,shoes,3.2,6480,162.93,"Well made and reliable, would buy again without hesitation.",https://picsum.photos/seed/P000250/300/300,"Vantage Classic Loafers - Durable Sole shoes fashion Vantage durable sole comfortable stylish look Well made and reliable, would buy again without hesitation."
P000251,Kestrel Laptop Backpack - Spacious,Kestrel,fashion,bags,3.8,3485,345.83,"Great value for the price, highly recommend to anyone.",https://picsum.photos/seed/P000251/300/300,"Kestrel Laptop Backpack - Spacious bags fashion Kestrel spacious durable zippers padded straps Great value for the price, highly recommend to anyone."
P000252,Lumo Leather Tote Bag - Sleek Design,Lumo,fashion,bags,3.8,3297,369.95,"Did not live up to the hype, a bit disappointed.",https://picsum.photos/seed/P000252/300/300,"Lumo Leather Tote Bag - Sleek Design bags fashion Lumo sleek design padded straps many pockets Did not live up to the hype, a bit disappointed."
P000253,Aurora Travel Duffel - Durable Zippers,Aurora,fashion,bags,3.9,1052,80.67,"Did not live up to the hype, a bit disappointed.",https://picsum.photos/seed/P000253/300/300,"Aurora Travel Duffel - Durable Zippers bags fashion Aurora durable zippers many pockets spacious Did not live up to the hype, a bit disappointed."
P000254,Peakline Crossbody Sling - Padded Straps,Peakline,fashion,bags,4.6,7261,112.28,Decent product overall but has a few minor annoyances.,https://picsum.photos/seed/P000254/300/300,Peakline Crossbody Sling - Padded Straps bags fashion Peakline padded straps durable zippers water resistant Decent product overall but has a few minor annoyances.
P000255,Brightside Waterproof Hiking Pack - Spacious,Brightside,fashion,bags,3.8,7439,339.9,"Impressive build and performance, five stars from me.",https://picsum.photos/seed/P000255/300/300,"Brightside Waterproof Hiking Pack - Spacious bags fashion Brightside spacious durable zippers water resistant Impressive build and performance, five stars from me."
P000256,Peakline Minimalist Analog Watch - Water Resistant,Peakline,fashion,watches,4.6,5115,90.69,"Well made and reliable, would buy again without hesitation.",https://picsum.photos/seed/P000256/300/300,"Peakline Minimalist Analog Watch - Water Resistant watches fashion Peakline water resistant scratch-proof glass long battery Well made and reliable, would buy again without hesitation."
P000257,Kestrel Digital Sports Watch - Scratch-Proof Glass,Kestrel,fashion,watches,3.1,6866,127.87,"Great value for the price, highly recommend to anyone.",https://picsum.photos/seed/P000257/300/300,"Kestrel Digital Sports Watch - Scratch-Proof Glass watches fashion Kestrel scratch-proof glass comfortable band accurate time Great value for the price, highly recommend to anyone."
P000258,Foundry Smartwatch Fitness Tracker - Elegant,Foundry,fashion,watches,4.9,6247,293.52,"Absolutely love this, exceeded my expectations and works perfectly.",https://picsum.photos/seed/P000258/300/300,"Foundry Smartwatch Fitness Tracker - Elegant watches fashion Foundry elegant accurate time scratch-proof glass Absolutely love this, exceeded my expectations and works perfectly."
P000259,Pulse Chronograph Steel Watch - Scratch-Proof Glass,Pulse,fashion,watches,4.6,1294,120.84,Okay but I expected more for the money.,https://picsum.photos/seed/P000259/300/300,Pulse Chronograph Steel Watch - Scratch-Proof Glass watches fashion Pulse scratch-proof glass elegant water resistant Okay but I expected more for the money.
P000260,Cobalt Classic Leather Strap Watch - Elegant,Cobalt,fashion,watches,4.2,4044,162.88,"Well made and reliable, would buy again without hesitation.",https://picsum.photos/seed/P000260/300/300,"Cobalt Classic Leather Strap Watch - Elegant watches fashion Cobalt elegant scratch-proof glass water resistant Well made and reliable, would buy again without hesitation."
P000261,Meridian Cotton Crew T-Shirt - Warm,Meridian,fashion,apparel,4.4,2027,81.9,"Good enough for the price, not amazing but does the job.",https://picsum.photos/seed/P000261/300/300,"Meridian Cotton Crew T-Shirt - Warm apparel fashion Meridian warm breathable wrinkle resistant Good enough for the price, not amazing but does the job."
P000262,Vantage Fleece Zip Hoodie - Breathable,Vantage,fashion,apparel,5.0,7343,146.0,Solid choice with a couple of small trade-offs.,https://picsum.photos/seed/P000262/300/300,Vantage Fleece Zip Hoodie - Breathable apparel fashion Vantage breathable true to size machine washable Solid choice with a couple of small trade-offs.
P000263,Kestrel Slim-Fit Chinos - Wrinkle Resistant,Kestrel,fashion,apparel,3.8,4926,119.35,"Absolutely love this, exceeded my expectations and works perfectly.",https://picsum.photos/seed/P000263/300/300,"Kestrel Slim-Fit Chinos - Wrinkle Resistant apparel fashion Kestrel wrinkle resistant breathable machine washable Absolutely love this, exceeded my expectations and works perfectly."
P000264,Foundry Rain Shell Jacket - Machine Washable,Foundry,fashion,apparel,3.6,7068,309.92,"Stopped working after a short while, not great.",https://picsum.photos/seed/P000264/300/300,"Foundry Rain Shell Jacket - Machine Washable apparel fashion Foundry machine washable wrinkle resistant breathable Stopped working after a short while, not great."
P000265,Peakline Merino Wool Sweater - Breathable,Peakline,fashion,apparel,3.0,3646,287.07,Okay but I expected more for the money.,https://picsum.photos/seed/P000265/300/300,Peakline Merino Wool Sweater - Breathable apparel fashion Peakline breathable warm true to size Okay but I expected more for the money.
P000266,Peakline Adjustable Dumbbell Set - Versatile,Peakline,sports & outdoors,fitness,4.7,2789,20.11,Excellent quality and does exactly what it promises.,https://picsum.photos/seed/P000266/300/300,Peakline Adjustable Dumbbell Set - Versatile fitness sports & outdoors Peakline versatile good grip compact storage Excellent quality and does exactly what it promises.
P000267,Foundry Yoga Mat Non-Slip - Compact Storage,Foundry,sports & outdoors,fitness,3.5,4200,300.46,"Well made and reliable, would buy again without hesitation.",https://picsum.photos/seed/P000267/300/300,"Foundry Yoga Mat Non-Slip - Compact Storage fitness sports & outdoors Foundry compact storage good grip sturdy build Well made and reliable, would buy again without hesitation."
P000268,Foundry Resistance Band Kit - Good Grip,Foundry,sports & outdoors,fitness,3.5,6235,98.45,Excellent quality and does exactly what it promises.,https://picsum.photos/seed/P000268/300/300,Foundry Resistance Band Kit - Good Grip fitness sports & outdoors Foundry good grip comfortable compact storage Excellent quality and does exactly what it promises.
P000269,Kestrel Foam Roller - Durable,Kestrel,sports & outdoors,fitness,4.5,7424,194.64,"A game changer for my daily routine, so glad I bought it.",https://picsum.photos/seed/P000269/300/300,"Kestrel Foam Roller - Durable fitness sports & outdoors Kestrel durable sturdy build good grip A game changer for my daily routine, so glad I bought it."
P000270,Vantage Kettlebell 12kg - Sturdy Build,Vantage,sports & outdoors,fitness,4.6,7105,145.03,"Absolutely love this, exceeded my expectations and works perfectly.",https://picsum.photos/seed/P000270/300/300,"Vantage Kettlebell 12kg - Sturdy Build fitness sports & outdoors Vantage sturdy build durable compact storage Absolutely love this, exceeded my expectations and works perfectly."
P000271,Pulse 2-Person Tent - Durable Materials,Pulse,sports & outdoors,camping,4.8,6608,74.3,"Impressive build and performance, five stars from me.",https://picsum.photos/seed/P000271/300/300,"Pulse 2-Person Tent - Durable Materials camping sports & outdoors Pulse durable materials waterproof easy setup Impressive build and performance, five stars from me."
P000272,Everly Sleeping Bag -5C - Compact,Everly,sports & outdoors,camping,5.0,575,37.03,Excellent quality and does exactly what it promises.,https://picsum.photos/seed/P000272/300/300,Everly Sleeping Bag -5C - Compact camping sports & outdoors Everly compact waterproof lightweight Excellent quality and does exactly what it promises.
P000273,Aurora Portable Camp Stove - Waterproof,Aurora,sports & outdoors,camping,4.3,3277,258.28,"Well made and reliable, would buy again without hesitation.",https://picsum.photos/seed/P000273/300/300,"Aurora Portable Camp Stove - Waterproof camping sports & outdoors Aurora waterproof easy setup compact Well made and reliable, would buy again without hesitation."
P000274,Foundry LED Headlamp - Easy Setup,Foundry,sports & outdoors,camping,3.9,2771,74.53,"Well made and reliable, would buy again without hesitation.",https://picsum.photos/seed/P000274/300/300,"Foundry LED Headlamp - Easy Setup camping sports & outdoors Foundry easy setup lightweight durable materials Well made and reliable, would buy again without hesitation."
P000275,Lumo Insulated Water Bottle - Lightweight,Lumo,sports & outdoors,camping,4.7,5514,276.93,Decent product overall but has a few minor annoyances.,https://picsum.photos/seed/P000275/300/300,Lumo Insulated Water Bottle - Lightweight camping sports & outdoors Lumo lightweight keeps warm compact Decent product overall but has a few minor annoyances.
P000276,Everly Road Bike Helmet - Easy To Mount,Everly,sports & outdoors,cycling,3.4,2464,278.05,Decent product overall but has a few minor annoyances.,https://picsum.photos/seed/P000276/300/300,Everly Road Bike Helmet - Easy To Mount cycling sports & outdoors Everly easy to mount comfortable padding high visibility Decent product overall but has a few minor annoyances.
P000277,Brightside LED Bike Light Set - Lightweight,Brightside,sports & outdoors,cycling,4.1,2279,247.25,"Great value for the price, highly recommend to anyone.",https://picsum.photos/seed/P000277/300/300,"Brightside LED Bike Light Set - Lightweight cycling sports & outdoors Brightside lightweight aerodynamic adjustable fit Great value for the price, highly recommend to anyone."
P000278,Brightside Cycling Gloves - Lightweight,Brightside,sports & outdoors,cycling,4.4,5399,37.04,"Good enough for the price, not amazing but does the job.",https://picsum.photos/seed/P000278/300/300,"Brightside Cycling Gloves - Lightweight cycling sports & outdoors Brightside lightweight easy to mount aerodynamic Good enough for the price, not amazing but does the job."
P000279,Meridian Bike Repair Kit - High Visibility,Meridian,sports & outdoors,cycling,3.9,6660,100.93,"Did not live up to the hype, a bit disappointed.",https://picsum.photos/seed/P000279/300/300,"Meridian Bike Repair Kit - High Visibility cycling sports & outdoors Meridian high visibility adjustable fit aerodynamic Did not live up to the hype, a bit disappointed."
P000280,Cobalt Insulated Bidon Bottle - High Visibility,Cobalt,sports & outdoors,cycling,4.0,3783,250.93,Solid choice with a couple of small trade-offs.,https://picsum.photos/seed/P000280/300/300,Cobalt Insulated Bidon Bottle - High Visibility cycling sports & outdoors Cobalt high visibility lightweight comfortable padding Solid choice with a couple of small trade-offs.
P000281,Cobalt Vitamin C Serum - Fast Absorbing,Cobalt,beauty & personal care,skincare,4.5,964,210.15,"Good enough for the price, not amazing but does the job.",https://picsum.photos/seed/P000281/300/300,"Cobalt Vitamin C Serum - Fast Absorbing skincare beauty & personal care Cobalt fast absorbing brightening fragrance free Good enough for the price, not amazing but does the job."
P000282,Aurora Daily Moisturizer SPF30 - Brightening,Aurora,beauty & personal care,skincare,4.9,3749,184.63,"A game changer for my daily routine, so glad I bought it.",https://picsum.photos/seed/P000282/300/300,"Aurora Daily Moisturizer SPF30 - Brightening skincare beauty & personal care Aurora brightening fragrance free fast absorbing A game changer for my daily routine, so glad I bought it."
P000283,Brightside Gentle Face Cleanser - Fragrance Free,Brightside,beauty & personal care,skincare,3.9,2935,295.52,"Absolutely love this, exceeded my expectations and works perfectly.",https://picsum.photos/seed/P000283/300/300,"Brightside Gentle Face Cleanser - Fragrance Free skincare beauty & personal care Brightside fragrance free lightweight hydrating Absolutely love this, exceeded my expectations and works perfectly."
P000284,Meridian Retinol Night Cream - Fragrance Free,Meridian,beauty & personal care,skincare,3.3,7528,253.64,"Absolutely love this, exceeded my expectations and works perfectly.",https://picsum.photos/seed/P000284/300/300,"Meridian Retinol Night Cream - Fragrance Free skincare beauty & personal care Meridian fragrance free lightweight hydrating Absolutely love this, exceeded my expectations and works perfectly."
P000285,Peakline Hydrating Sheet Mask Set - Brightening,Peakline,beauty & personal care,skincare,3.5,2003,204.08,"Well made and reliable, would buy again without hesitation.",https://picsum.photos/seed/P000285/300/300,"Peakline Hydrating Sheet Mask Set - Brightening skincare beauty & personal care Peakline brightening fast absorbing lightweight Well made and reliable, would buy again without hesitation."
P000286,Foundry Ionic Hair Dryer - Even Heat,Foundry,beauty & personal care,hair care,3.6,1795,106.17,Okay but I expected more for the money.,https://picsum.photos/seed/P000286/300/300,Foundry Ionic Hair Dryer - Even Heat hair care beauty & personal care Foundry even heat fast drying gentle on hair Okay but I expected more for the money.
P000287,Cobalt Ceramic Straightener - Reduces Frizz,Cobalt,beauty & personal care,hair care,4.1,2730,345.11,"Impressive build and performance, five stars from me.",https://picsum.photos/seed/P000287/300/300,"Cobalt Ceramic Straightener - Reduces Frizz hair care beauty & personal care Cobalt reduces frizz even heat long cord Impressive build and performance, five stars from me."
P000288,Brightside Argan Oil Shampoo - Compact,Brightside,beauty & personal care,hair care,3.6,6663,180.41,"Well made and reliable, would buy again without hesitation.",https://picsum.photos/seed/P000288/300/300,"Brightside Argan Oil Shampoo - Compact hair care beauty & personal care Brightside compact long cord reduces frizz Well made and reliable, would buy again without hesitation."
P000289,Peakline Detangling Brush - Even Heat,Peakline,beauty & personal care,hair care,3.5,306,222.53,"Well made and reliable, would buy again without hesitation.",https://picsum.photos/seed/P000289/300/300,"Peakline Detangling Brush - Even Heat hair care beauty & personal care Peakline even heat gentle on hair long cord Well made and reliable, would buy again without hesitation."
P000290,Everly Curling Wand - Fast Drying,Everly,beauty & personal care,hair care,4.5,3269,138.75,"Works fine, though the build quality could be better.",https://picsum.photos/seed/P000290/300/300,"Everly Curling Wand - Fast Drying hair care beauty & personal care Everly fast drying reduces frizz gentle on hair Works fine, though the build quality could be better."
P000291,Lumo Family Strategy Board Game - Easy To Learn,Lumo,toys & games,board games,3.9,455,305.66,"Impressive build and performance, five stars from me.",https://picsum.photos/seed/P000291/300/300,"Lumo Family Strategy Board Game - Easy To Learn board games toys & games Lumo easy to learn great replay value fun for groups Impressive build and performance, five stars from me."
P000292,Peakline Cooperative Card Game - Great Replay Value,Peakline,toys & games,board games,4.3,1420,115.81,"Absolutely love this, exceeded my expectations and works perfectly.",https://picsum.photos/seed/P000292/300/300,"Peakline Cooperative Card Game - Great Replay Value board games toys & games Peakline great replay value fun for groups quick setup Absolutely love this, exceeded my expectations and works perfectly."
P000293,Cobalt Trivia Party Game - Easy To Learn,Cobalt,toys & games,board games,4.7,825,245.77,"Did not live up to the hype, a bit disappointed.",https://picsum.photos/seed/P000293/300/300,"Cobalt Trivia Party Game - Easy To Learn board games toys & games Cobalt easy to learn quality components engaging Did not live up to the hype, a bit disappointed."
P000294,NovaTech 2-Player Duel Game - Quality Components,NovaTech,toys & games,board games,4.8,6423,12.32,Excellent quality and does exactly what it promises.,https://picsum.photos/seed/P000294/300/300,NovaTech 2-Player Duel Game - Quality Components board games toys & games NovaTech quality components easy to learn fun for groups Excellent quality and does exactly what it promises.
P000295,Vantage Legacy Campaign Game - Easy To Learn,Vantage,toys & games,board games,3.4,6467,292.13,Decent product overall but has a few minor annoyances.,https://picsum.photos/seed/P000295/300/300,Vantage Legacy Campaign Game - Easy To Learn board games toys & games Vantage easy to learn engaging fun for groups Decent product overall but has a few minor annoyances.
P000296,Brightside 500-Piece Building Blocks - Creative,Brightside,toys & games,building sets,4.0,2405,148.99,"A game changer for my daily routine, so glad I bought it.",https://picsum.photos/seed/P000296/300/300,"Brightside 500-Piece Building Blocks - Creative building sets toys & games Brightside creative compatible hours of fun A game changer for my daily routine, so glad I bought it."
P000297,Cobalt Marble Run Kit - Educational,Cobalt,toys & games,building sets,3.0,2606,260.45,"Well made and reliable, would buy again without hesitation.",https://picsum.photos/seed/P000297/300/300,"Cobalt Marble Run Kit - Educational building sets toys & games Cobalt educational hours of fun creative Well made and reliable, would buy again without hesitation."
P000298,Lumo Magnetic Tiles Set - Creative,Lumo,toys & games,building sets,3.2,5695,194.21,"Did not live up to the hype, a bit disappointed.",https://picsum.photos/seed/P000298/300/300,"Lumo Magnetic Tiles Set - Creative building sets toys & games Lumo creative educational hours of fun Did not live up to the hype, a bit disappointed."
P000299,Brightside Robotics Starter Kit - Educational,Brightside,toys & games,building sets,3.9,1303,77.25,"Did not live up to the hype, a bit disappointed.",https://picsum.photos/seed/P000299/300/300,"Brightside Robotics Starter Kit - Educational building sets toys & games Brightside educational sturdy pieces compatible Did not live up to the hype, a bit disappointed."
P000300,Kestrel Wooden Train Set - Safe Materials,Kestrel,toys & games,building sets,3.0,7436,370.59,"A game changer for my daily routine, so glad I bought it.",https://picsum.photos/seed/P000300/300/300,"Kestrel Wooden Train Set - Safe Materials building sets toys & games Kestrel safe materials creative educational A game changer for my daily routine, so glad I bought it."
P000301,Vantage Wireless Over-Ear Headphones - Noise Cancelling,Vantage,electronics,headphones,4.8,1864,223.73,Solid choice with a couple of small trade-offs.,https://picsum.photos/seed/P000301/300/300,Vantage Wireless Over-Ear Headphones - Noise Cancelling headphones electronics Vantage noise cancelling comfortable fit crisp sound Solid choice with a couple of small trade-offs.
P000302,Pulse Noise-Cancelling Earbuds - Crisp Sound,Pulse,electronics,headphones,3.8,4919,232.16,Solid choice with a couple of small trade-offs.,https://picsum.photos/seed/P000302/300/300,Pulse Noise-Cancelling Earbuds - Crisp Sound headphones electronics Pulse crisp sound comfortable fit foldable design Solid choice with a couple of small trade-offs.
P000303,Vantage Studio Monitor Headphones - Comfortable Fit,Vantage,electronics,headphones,4.7,4193,207.85,"Good enough for the price, not amazing but does the job.",https://picsum.photos/seed/P000303/300/300,"Vantage Studio Monitor Headphones - Comfortable Fit headphones electronics Vantage comfortable fit crisp sound clear microphone Good enough for the price, not amazing but does the job."
P000304,Lumo Bluetooth Sport Earphones - Deep Bass,Lumo,electronics,headphones,3.3,2955,94.08,Decent product overall but has a few minor annoyances.,https://picsum.photos/seed/P000304/300/300,Lumo Bluetooth Sport Earphones - Deep Bass headphones electronics Lumo deep bass long battery life foldable design Decent product overall but has a few minor annoyances.
P000305,Cobalt Gaming Headset with Mic - Long Battery Life,Cobalt,electronics,headphones,4.7,5255,341.88,"Great value for the price, highly recommend to anyone.",https://picsum.photos/seed/P000305/300/300,"Cobalt Gaming Headset with Mic - Long Battery Life headphones electronics Cobalt long battery life foldable design comfortable fit Great value for the price, highly recommend to anyone."
P000306,Kestrel 6.5in Android Smartphone - Expandable Storage,Kestrel,electronics,smartphones,4.4,2066,395.03,"Did not live up to the hype, a bit disappointed.",https://picsum.photos/seed/P000306/300/300,"Kestrel 6.5in Android Smartphone - Expandable Storage smartphones electronics Kestrel expandable storage all-day battery bright display Did not live up to the hype, a bit disappointed."
P000307,Vantage Compact 5G Phone - Fast Processor,Vantage,electronics,smartphones,3.1,3324,303.48,"Stopped working after a short while, not great.",https://picsum.photos/seed/P000307/300/300,"Vantage Compact 5G Phone - Fast Processor smartphones electronics Vantage fast processor great camera expandable storage Stopped working after a short while, not great."
P000308,Lumo Budget Dual-SIM Phone - All-Day Battery,Lumo,electronics,smartphones,4.7,4162,182.98,Okay but I expected more for the money.,https://picsum.photos/seed/P000308/300/300,Lumo Budget Dual-SIM Phone - All-Day Battery smartphones electronics Lumo all-day battery fast processor bright display Okay but I expected more for the money.
P000309,Meridian Flagship Camera Phone - Bright Display,Meridian,electronics,smartphones,4.0,2266,67.85,"Impressive build and performance, five stars from me.",https://picsum.photos/seed/P000309/300/300,"Meridian Flagship Camera Phone - Bright Display smartphones electronics Meridian bright display expandable storage all-day battery Impressive build and performance, five stars from me."
P000310,NovaTech Rugged Outdoor Phone - Expandable Storage,NovaTech,electronics,smartphones,3.9,1122,170.43,Excellent quality and does exactly what it promises.,https://picsum.photos/seed/P000310/300/300,NovaTech Rugged Outdoor Phone - Expandable Storage smartphones electronics NovaTech expandable storage all-day battery fast processor Excellent quality and does exactly what it promises.
P000311,Vantage 14in Ultrabook - Powerful Gpu,Vantage,electronics,laptops,3.7,2632,50.6,"Good enough for the price, not amazing but does the job.",https://picsum.photos/seed/P000311/300/300,"Vantage 14in Ultrabook - Powerful Gpu laptops electronics Vantage powerful GPU long battery fast SSD Good enough for the price, not amazing but does the job."
P000312,Brightside Gaming Laptop 16GB - Lightweight,Brightside,electronics,laptops,4.6,3155,156.11,"Great value for the price, highly recommend to anyone.",https://picsum.photos/seed/P000312/300/300,"Brightside Gaming Laptop 16GB - Lightweight laptops electronics Brightside lightweight long battery fast SSD Great value for the price, highly recommend to anyone."
P000313,Foundry 2-in-1 Convertible Laptop - Fast Ssd,Foundry,electronics,laptops,3.7,6834,47.31,"Good enough for the price, not amazing but does the job.",https://picsum.photos/seed/P000313/300/300,"Foundry 2-in-1 Convertible Laptop - Fast Ssd laptops electronics Foundry fast SSD backlit keyboard long battery Good enough for the price, not amazing but does the job."
P000314,Lumo Business Notebook - Backlit Keyboard,Lumo,electronics,laptops,4.5,4812,119.64,"Impressive build and performance, five stars from me.",https://picsum.photos/seed/P000314/300/300,"Lumo Business Notebook - Backlit Keyboard laptops electronics Lumo backlit keyboard lightweight powerful GPU Impressive build and performance, five stars from me."
P000315,Meridian Student Chromebook - Powerful Gpu,Meridian,electronics,laptops,3.1,2934,222.42,Okay but I expected more for the money.,https://picsum.photos/seed/P000315/300/300,Meridian Student Chromebook - Powerful Gpu laptops electronics Meridian powerful GPU long battery backlit keyboard Okay but I expected more for the money.
P000316,Lumo USB-C Fast Charger - Sturdy Aluminium,Lumo,electronics,accessories,3.9,134,338.32,"Did not live up to the hype, a bit disappointed.",https://picsum.photos/seed/P000316/300/300,"Lumo USB-C Fast Charger - Sturdy Aluminium accessories electronics Lumo sturdy aluminium durable braided cable compact Did not live up to the hype, a bit disappointed."
P000317,Vantage Wireless Charging Pad - Durable Braided Cable,Vantage,electronics,accessories,3.3,1663,378.6,Excellent quality and does exactly what it promises.,https://picsum.photos/seed/P000317/300/300,Vantage Wireless Charging Pad - Durable Braided Cable accessories electronics Vantage durable braided cable compact fast charging Excellent quality and does exactly what it promises.
P000318,Aurora 4-Port USB Hub - Sturdy Aluminium,Aurora,electronics,accessories,4.9,3392,204.95,"A game changer for my daily routine, so glad I bought it.",https://picsum.photos/seed/P000318/300/300,"Aurora 4-Port USB Hub - Sturdy Aluminium accessories electronics Aurora sturdy aluminium universal fit fast charging A game changer for my daily routine, so glad I bought it."
P000319,Pulse Laptop Stand - Universal Fit,Pulse,electronics,accessories,3.9,1035,343.35,Solid choice with a couple of small trade-offs.,https://picsum.photos/seed/P000319/300/300,Pulse Laptop Stand - Universal Fit accessories electronics Pulse universal fit sturdy aluminium fast charging Solid choice with a couple of small trade-offs.
P000320,Everly Mechanical Keyboard - Universal Fit,Everly,electronics,accessories,3.6,1495,20.18,"Did not live up to the hype, a bit disappointed.",https://picsum.photos/seed/P000320/300/300,"Everly Mechanical Keyboard - Universal Fit accessories electronics Everly universal fit tactile switches fast charging Did not live up to the hype, a bit disappointed."
P000321,Kestrel Mirrorless Camera Kit - Image Stabilization,Kestrel,electronics,cameras,4.3,2984,147.25,"Great value for the price, highly recommend to anyone.",https://picsum.photos/seed/P000321/300/300,"Kestrel Mirrorless Camera Kit - Image Stabilization cameras electronics Kestrel image stabilization waterproof housing great low light Great value for the price, highly recommend to anyone."
P000322,Everly 4K Action Camera - Compact Body,Everly,electronics,cameras,4.7,2893,232.2,"A game changer for my daily routine, so glad I bought it.",https://picsum.photos/seed/P000322/300/300,"Everly 4K Action Camera - Compact Body cameras electronics Everly compact body image stabilization great low light A game changer for my daily routine, so glad I bought it."
P000323,Everly Compact Point-and-Shoot - Great Low Light,Everly,electronics,cameras,4.0,4429,101.48,Decent product overall but has a few minor annoyances.,https://picsum.photos/seed/P000323/300/300,Everly Compact Point-and-Shoot - Great Low Light cameras electronics Everly great low light sharp optics compact body Decent product overall but has a few minor annoyances.
P000324,NovaTech Webcam 1080p - Fast Autofocus,NovaTech,electronics,cameras,4.2,7495,286.46,Okay but I expected more for the money.,https://picsum.photos/seed/P000324/300/300,NovaTech Webcam 1080p - Fast Autofocus cameras electronics NovaTech fast autofocus great low light waterproof housing Okay but I expected more for the money.
P000325,Kestrel Instant Print Camera - Great Low Light,Kestrel,electronics,cameras,4.0,6604,77.74,"Absolutely love this, exceeded my expectations and works perfectly.",https://picsum.photos/seed/P000325/300/300,"Kestrel Instant Print Camera - Great Low Light cameras electronics Kestrel great low light waterproof housing fast autofocus Absolutely love this, exceeded my expectations and works perfectly."
P000326,Vantage Programmable Drip Coffee Maker - Compact Size,Vantage,home & kitchen,coffee,3.1,2120,50.43,"Stopped working after a short while, not great.",https://picsum.photos/seed/P000326/300/300,"Vantage Programmable Drip Coffee Maker - Compact Size coffee home & kitchen Vantage compact size fast brewing easy to clean Stopped working after a short while, not great."
